200.0,83.0,0.001839965581893921
200.0,249.0,0.0019254968035966157
200.0,415.0,0.0021630465053021908
600.0,83.0,0.002148398896679282
600.0,249.0,0.0020987973548471928
600.0,415.0,0.002045510848984122
50.0,50.0,0.0018601145129650831
50.0,150.0,0.0019359849859029055
50.0,250.0,0.0019676074385643005
50.0,350.0,0.0019532485865056516
50.0,450.0,0.0020209318958222867
150.0,50.0,0.0019700740929692985
150.0,150.0,0.0019294653087854386
150.0,250.0,0.002003865409642458
150.0,350.0,0.0019927157554775476
150.0,450.0,0.0019685463048517704
250.0,50.0,0.0020420789020136
250.0,150.0,0.0019844441208988427
250.0,250.0,0.002166677080094814
250.0,350.0,0.002192285005003214
250.0,450.0,0.0021214603912085295
350.0,50.0,0.0019799389876425265
350.0,150.0,0.001975285075604916
350.0,250.0,0.0021391878835856915
350.0,350.0,0.0019896539859473707
350.0,450.0,0.0021658288314938545
450.0,50.0,0.001990067772567272
450.0,150.0,0.0020844844169914723
450.0,250.0,0.0021050255279988052
450.0,350.0,0.002199017209932208
450.0,450.0,0.002337303664535284
550.0,50.0,0.0024157932959496973
550.0,150.0,0.002353140339255333
550.0,250.0,0.0023472394794225694
550.0,350.0,0.002346468297764659
550.0,450.0,0.002342386543750763
650.0,50.0,0.0016999226296320557
650.0,150.0,0.002331545390188694
650.0,250.0,0.00236530345864594
650.0,350.0,0.0023636959958821535
